organisms,counts
Mycolicibacterium moriokaense,2
Streptomyces alboflavus,2
Amycolatopsis albispora,2
Actinoplanes durhamensis,2
Streptomyces griseoviridis,2
Streptomyces sp. SUK 48,4
Mycobacterium neumannii,2
Corynebacterium tapiri,2
Micromonospora violae,2
Streptomyces sp. XY332,3
Mycobacterium grossiae,2
Mycobacterium pseudokansasii,2
Oerskovia sp. KBS0722,3
Phytoactinopolyspora alkaliphila,2
Lentzea flaviverrucosa,2
Streptomyces sp. CAI-78,3
Mycobacterium sp. ITM-2017-0098,3
Cryobacterium melibiosiphilum,2
Aeromicrobium sp. Leaf291,3
Mycobacterium asiaticum,2
Corynebacterium liangguodongii,2
Nocardioides sp. Leaf374,3
Amycolatopsis sp. 195334CR,3
Streptomyces griseoaurantiacus,2
Kineosphaera limosa,2
Plantactinospora soyae,2
Leifsonia sp. AG29,3
Tsukamurella paurometabola DSM 20162,4
Mangrovihabitans endophyticus,2
Streptomyces sp. ADI96-02,3
Corynebacterium anserum,2
Mycobacterium sp. 4858,3
Candidatus Yaniella excrementigallinarum,3
Glutamicibacter arilaitensis,2
Canibacter sp. ZJ784,3
Streptomyces sp. INR7,3
Tetrasphaera jenkinsii,2
Tessaracoccus bendigoensis DSM 12906,4
Arthrobacter sp. D5-1,3
Bifidobacterium longum subsp. longum,4
Actinomyces bovis,2
Streptomyces sp. 136MFCol5.1,3
Micromonospora endophytica (Xie et al. 2001) Li et al. 2019,10
Phytohabitans suffuscus,2
Isoptericola sediminis,2
Leucobacter zeae,2
Dietzia sp. B32,3
Bifidobacterium apousia,2
Streptomyces sp. BG9H,3
Corynebacterium sp. P6145,3
Gordonia sp. GONU,3
Nocardia transvalensis,2
Kocuria sp. KRD140,3
Bifidobacterium animalis subsp. animalis ATCC 27672,6
Gulosibacter sp. 10,3
Streptomyces xiaopingdaonensis,2
Streptomyces bohaiensis,2
Millisia brevis,2
Nocardia sp. BSTN01,3
Agrococcus lahaulensis,2
Conyzicola lurida,2
Streptomyces sp. GbtcB7,3
Dietzia maris,2
Streptomyces alkaliterrae,2
Bifidobacteriaceae bacterium WP022,3
Frigoribacterium sp. Leaf164,3
Microbacterium helvum,2
Mycolicibacter sp. MYC017,3
Paeniglutamicibacter psychrophenolicus,2
Sphaerisporangium rubeum,2
Corynebacterium xerosis,2
Arthrobacter sp. ISL-48,3
Streptomyces sp. CB00316,3
Micromonospora sp. TSRI0369,3
Allobranchiibius sp. GilTou73,3
Tessaracoccus lapidicaptus,2
Microbacterium sp. SCN 71-21,4
Bifidobacteriaceae bacterium MCC01958,3
Streptomyces lonarensis,2
Bifidobacteriaceae bacterium NR021,3
Amycolatopsis sp. MJM2582,3
Cellulomonas sp. HZM,3
Thermomonospora curvata,2
Mycobacterium helveticum,2
Mycolicibacterium phlei RIVM601174,3
Curtobacterium sp. MCBD17_026,3
Tomitella fengzijianii,2
Nocardioides sp. GBK3QG-3,3
Mycolicibacterium brumae DSM 44177,4
Klenkia marina,2
Amycolatopsis alkalitolerans,2
Mobiluncus sp.,2
Frondihabitans sp. Leaf304,3
Plantactinospora sp. S1510,3
Actinosynnema sp. ALI-1.44,3
Streptomyces recifensis,2
Thermomonospora umbrina,2
Spirilliplanes yamanashiensis,2
Frankia sp. AiPa1,3
Nocardiopsis halophila,2
Rhodococcus sp. P14,3
Microbacterium sp. ISL-103,3
Micrococcaceae bacterium JKS001869,3
Actinoplanes utahensis,2
Streptomyces sp. FT05W,3
Brachybacterium sp. EF45031,3
Corynebacterium ulceribovis,2
Kocuria coralli,2
Curtobacterium sp. MCSS17_005,3
Kribbella sp. VKM Ac-2571,4
Corynebacterium afermentans,2
Streptomyces sp. NRRL S-455,4
Microcella flavibacter,2
Arthrobacter sp. C1-1,3
Cryobacterium sp. Y11,3
Micromonospora eburnea,2
Neomicrococcus aestuarii,2
Arthrobacter sp.,2
Miniimonas arenae,2
Brevibacterium sp. HMSC24B04,3
Streptomyces aureus,2
Planomonospora sp. ID82291,3
Micrococcales bacterium 73-15,3
Microbacterium sp. JXJ CY 27-2,5
Corynebacterium sp. HMSC078H07,3
Curtobacterium sp. 9128,3
Pseudonocardia sp. ICBG1142,3
Nocardia barduliensis,2
Streptomyces sp. MAG02,3
Microbacterium sp. H1-D42,3
Ornithinimicrobium cavernae,2
Isoptericola halotolerans,2
Microbacterium sp. B19,3
Streptosporangium amethystogenes,2
Saccharopolyspora kobensis,2
Corynebacterium aurimucosum,2
Canibacter sp. lx-72,3
Kitasatospora gansuensis,2
Micromonospora acroterricola,2
Microbacterium sp. CBA3102,3
Cellulomonas gelida,2
Asanoa ferruginea,2
Clavibacter michiganensis subsp. michiganensis,4
Streptomyces sp. DH5,3
Saccharopolyspora pogona,2
Brevibacterium oceani,2
Actinoalloteichus cyanogriseus DSM 43889,4
Schaalia canis,2
Streptomyces sp. N35,3
Microbispora sp. SCL1-1,3
Nonomuraea guangzhouensis,2
Streptomyces sp. TLI_171,3
Microbacterium imperiale,2
Bifidobacteriaceae bacterium MCC02031,3
Mycobacterium lentiflavum,2
Myceligenerans xiligouense,2
Streptomyces spororaveus,2
Planomonospora parontospora subsp. antibiotica,4
Streptomyces sp. ADI98-10,3
Mycobacterium sp. E342,3
Corynebacterium massiliense,2
Saccharopolyspora sp. ASAGF58,3
Kocuria sp. BT304,3
Streptomyces lacrimifluminis,2
Terrabacter sp.,2
Mycobacterium shottsii,2
Mycobacterium sp. IS-1742,3
Haloechinothrix alba,2
Cellulomonas sp. WB94,3
Kitasatospora niigatensis,2
Arthrobacter sp. SF27,3
Pseudoclavibacter sp. RFBA6,3
Kytococcus sp.,2
Micromonospora rhizosphaerae,2
Actinomyces sp. HMT897,3
Streptomyces sp. SID1034,3
Diaminobutyricimonas sp. TR449,3
Thermomonospora echinospora,2
Streptomyces huasconensis,2
Streptomyces sp. NRRL S-244,4
Microbacterium sp. SSW1-51,3
Streptomyces sp. 5112.2,3
Zhihengliuella flava,2
Cellulomonas sp. IC4_254,3
Cellulomonas sp. GbtcB1,3
Curtobacterium sp. Leaf154,3
Rothia sp. HMSC061E04,3
Leifsonia sp. 71-9,3
Oerskovia merdavium,2
Aeromicrobium sp. CFBP 8757,4
Cellulomonas biazotea,2
Streptomyces sp. ISL-98,3
Streptomyces olivochromogenes,2
Cutibacterium acnes subsp. acnes,4
Sinomonas sp. R1AF57,3
Streptomyces sp. BA2,3
Streptomyces sp. Amel2xE9,3
Microbacteriaceae bacterium SG_E_30_P1,3
Streptomyces pathocidini,2
Streptomyces sp. GESEQ-35,3
Pontimonas salivibrio,2
Ornithinimicrobium pratense,2
Serinicoccus sp. CNJ-927,3
Cutibacterium acnes TypeIA2 P.acn17,4
Demequina oxidasica,2
Arthrobacter sp. Y81,3
Phycicoccus sp. Soil748,3
Streptomyces taklimakanensis,2
Streptomyces sp. SirexAA-E,3
unclassified Micrococcus,2
Blastococcus sp. CT_GayMR16,3
Streptomyces sp. CNQ431,3
Microbacterium caowuchunii,2
Saccharopolyspora sp.,2
Streptomyces sp. CB02488,3
Streptomyces sp. yr375,3
Bifidobacterium actinocoloniiforme,2
Arthrobacter echini,2
Pseudonocardia kunmingensis,2
Saccharothrix saharensis,2
Krasilnikovia cinnamomea,2
Agreia sp. Leaf244,3
Streptomyces sp. SID161,3
Corynebacterium occultum,2
Streptomyces fulvorobeus,2
Streptomyces sp. NRRL F-4428,4
Nocardia panacis,2
Streptomyces sp. YIM 98790,4
Williamsia phyllosphaerae,2
Microbacterium sp. zg.B48,3
Leifsonia sp. Leaf336,3
Microbacterium sp. 4-7,3
Streptomyces autolyticus,2
Salana multivorans,2
Propionibacterium cyclohexanicum,2
Herbiconiux sp. CPCC 205763,4
Streptomyces sennicomposti,2
unclassified Plantibacter,2
Cellulosimicrobium arenosum,2
Rathayibacter tritici,2
Pseudonocardia alaniniphila,2
Pseudoclavibacter sp. Marseille-Q3772,3
Ornithinimicrobium cerasi,2
Oerskovia sp. Root918,3
Micrococcus sp.,2
Micromonospora gifhornensis,2
Plantibacter sp. H53,3
Bifidobacterium choladohabitans,2
Mycobacterium sp. IWGMT90018-18076,3
Herbidospora mongoliensis,2
Aeromicrobium terrae,2
Streptomyces californicus,2
Mycolicibacterium gilvum PYR-GCK,3
Streptomyces cyanogenus,2
unclassified Mycolicibacterium,2
Streptomyces albaduncus,2
Planctomonas sp. JC2975,3
Gordonia lacunae,2
Streptomyces sp. NK15101,3
Streptomyces tendae,2
Rhodococcus hoagii NBRC 101255 = C 7,7
Cellulomonas sp. NEAU-YY56,3
Agromyces tardus,2
Gordonia oryzae,2
Renibacterium sp.,2
Microbacterium sp. AK031,3
Actinoplanes subtropicus,2
Candidatus Microbacterium stercoravium,3
Geodermatophilales bacterium,2
Frankia sp. Ea1.12,3
Microbispora sp. H10670,3
Candidatus Luteococcus avicola,3
Actinomyces sp. oral taxon 175,5
Actinomyces sp. oral taxon 172,5
Nocardioides albertanoniae,2
Streptomyces albicerus,2
Streptomyces sp. CWH03,3
Homoserinimonas sp. OAct 916,4
Hoyosella subflava DQS3-9A1,3
Rhodococcus sp. 06-462-5,3
Streptomyces carminius,2
Promicromonospora kroppenstedtii,2
Streptomyces cyaneochromogenes,2
Streptomyces viridochromogenes Tue57,3
Streptomyces griseoloalbus,2
Trueperella bernardiae,2
Cryobacterium sp. Hh11,3
Kocuria varians,2
Nocardioides jensenii,2
Blastococcus sp. CPCC 205250,4
Cellulomonas sp. SLBN-39,3
Schaalia sp. ZJ405,3
Actinokineospora auranticolor,2
Cryobacterium sp. Hh14,3
Streptomyces rapamycinicus NRRL 5491,4
Terrabacter sp. Soil810,3
Mycobacterium paraseoulense,2
Arthrobacter sp. RIT-PI-e,3
Streptomyces halstedii,2
Sphaerisporangium melleum,2
Mycobacterium sp. E2462,3
Streptomyces chilikensis,2
Plantactinospora veratri,2
Propionibacterium sp. KPL1854,3
Actinomadura sp. ATCC 31491,4
Actinomyces viscosus,2
Umezawaea beigongshangensis,2
Actinoplanes sp. N902-109,3
Arthrobacter livingstonensis,2
Saccharomonospora piscinae,2
Streptomyces sp. YIM 130001,4
Frigoribacterium sp. CFBP 13712,4
Cryobacterium psychrophilum,2
Agromyces italicus,2
Mycolicibacterium celeriflavum,2
Rhodococcus sp. OK611,3
Kocuria sp. CNJ-770,3
Mycobacterium sp. E2479,3
unclassified Rathayibacter,2
Brevibacterium sp. CS2,3
Nocardia miyunensis,2
Nigerium sp.,2
Mycobacterium alsense,2
Actinomyces sp. ICM58,3
Amycolatopsis marina,2
Bifidobacterium moukalabense DSM 27321,4
Glaciibacter superstes,2
Glycomyces harbinensis,2
Mycobacterium botniense,2
Actinoplanes philippinensis,2
Pseudonocardiales bacterium,2
Microbacterium sp. Ag1,3
Streptomyces phaeofaciens,2
Streptomyces corynorhini,2
Jatrophihabitans sp.,2
Catellatospora methionotrophica,2
Actinomyces sp. HMSC075B09,3
Corynebacterium sp. ES2715-CONJ3,3
Rhodococcus spongiicola,2
Actinoplanes derwentensis,2
Streptomyces sp. SID7813,3
Spongiactinospora rosea,2
Kribbella sp. VKM Ac-2568,4
Nocardioides sp. SLBN-35,3
Rhodococcus sp. 14C212,3
Streptomyces yanglinensis,2
Dactylosporangium roseum,2
Actinomyces sp. S6-Spd3,3
Streptomyces sp. SID2955,3
Actinopolyspora righensis,2
Streptomyces sp. SCA3-4,3
Streptomyces sp. NBRC 110035,4
Streptomyces shenzhenensis,2
Rhodococcus yunnanensis,2
Streptomyces sp. 3214.6,3
Actinomadura verrucosospora,2
Naumannella sp. ID2617S,3
Saccharothrix sp. NRRL B-16314,4
Nocardioides sp. InS609-2,3
Oerskovia sp. Root22,3
Streptomyces atroolivaceus,2
Streptomyces djakartensis,2
Corynebacterium callunae,2
Nocardia pseudobrasiliensis,2
Rothia aeria,2
Brevibacterium limosum,2
Streptomyces sp. Ag109_G2-6,3
Streptomyces sp. CC71,3
Agromyces subbeticus,2
Georgenia sp. EYE_87,3
Humibacter ginsenosidimutans,2
Glycomyces fuscus,2
Curtobacterium sp. MCSS17_007,3
Brevibacterium sp. 50QC2O2,3
Williamsia sterculiae,2
Arthrobacter sp. MYb213,3
Agromyces mediolanus,2
Streptomyces sp. 135,3
Streptomyces sp. TS71-3,3
Streptomyces sp. BK208,3
Agilicoccus flavus,2
Pedococcus cremeus,2
Streptomyces coelicoflavus,2
Microbacterium chengjingii,2
Streptomyces libani subsp. rufus,4
Corynebacterium sp. HMSC05E07,3
Nocardioides sp. BGMRC 2183,4
Streptomyces sp. SID5914,3
Nesterenkonia xinjiangensis,2
Streptomyces olivoverticillatus,2
Mycobacterium terramassiliense,2
Tessaracoccus coleopterorum,2
Mycolicibacterium austroafricanum,2
Agrococcus sp. TF02-05,3
Actinoplanes sp. ATCC 53533,4
Gordonia neofelifaecis NRRL B-59395,4
Microbacterium sp. H6,3
Dactylosporangium aurantiacum,2
Rothia halotolerans,2
Microbacterium ginsengisoli,2
Streptomyces sp. LUP47B,3
Demequina salsinemoris,2
Nocardiopsis ganjiahuensis,2
Candidatus Brachybacterium intestinipullorum,3
Brevibacterium renqingii,2
Streptomyces sp. SID8379,3
Streptomyces rubellomurinus,2
Pseudarthrobacter sp. NCCP-2145,3
Isoptericola cucumis,2
Nocardioides nitrophenolicus,2
Carbonactinospora thermoautotrophica,2
Plantactinospora sp. BB1,3
Streptomyces sp. ICC4,3
uncultured Nocardioidaceae bacterium,3
Mycobacterium tuberculosis TRS13,3
Micromonospora sp. S-DT3-3-22,3
Agrococcus jejuensis,2
Brachybacterium saurashtrense,2
Mycolicibacterium insubricum,2
Streptomyces poonensis,2
Tsukamurella columbiensis,2
Jiangella alkaliphila,2
Corynebacterium sp. HMSC076G08,3
Aeromicrobium marinum,2
Phycicoccus jejuensis,2
Paeniglutamicibacter sp. ABSL32-1,3
Mycolicibacterium nivoides,2
Blastococcus sp. TML/M2B,3
Streptomyces sp. NBRC 110468,4
Mycobacterium sp. IDR2000157661,3
Streptomyces sp. NRRL F-5630,4
[Brevibacterium] flavum,2
Microbacterium algeriense,2
Curtobacterium sp. PhB78,3
Actinomyces trachealis,2
Streptacidiphilus fuscans,2
Nocardioides baekrokdamisoli,2
Amycolatopsis bullii,2
Geodermatophilus aquaeductus,2
Nocardiopsis lucentensis,2
Streptomyces exfoliatus,2
Garicola koreensis,2
Streptomyces sp. 3211,3
Streptomyces sp. PsTaAH-130,3
Agrococcus jenensis,2
Mumia sp. zg.B21,3
Rhodococcus sp. BP-363,3
Corynebacterium glaucum,2
Cellulomonas sp. B6,3
Sinomonas sp. 5-5,3
Actinoplanes tereljensis,2
Microbacterium luteum,2
Microbacterium sp. YMB-B2,3
Alloactinosynnema sp. L-07,3
Streptomyces sp. Je 1-79,4
Streptomyces lushanensis,2
Microbacterium laevaniformans,2
Streptomyces fuscichromogenes,2
Arthrobacter sp. UNC362MFTsu5.1,3
Mycobacterium sp. 20091114027_K0903767,3
Arthrobacter sp. TB 26,4
Nocardia grenadensis,2
Micromonospora phytophila,2
Streptomyces mobaraensis NBRC 13819 = DSM 40847,7
Nocardiopsis aegyptia,2
Saccharothrix sp. MB29,3
Leifsonia soli,2
Demequina sp. NBRC 110051,4
Streptomyces sp. NRRL F-2664,4
Cellulosimicrobium sp. TH-20,3
Nocardioides sp. Root151,3
Actinomyces marmotae,2
Streptomyces reniochalinae,2
Dactylosporangium sp.,2
Arthrobacter ruber,2
Rhodococcus rhodochrous J45,3
Corynebacterium efficiens YS-314,3
Streptomonospora litoralis,2
Janibacter endophyticus,2
Streptomyces sp. PLAI1-29,3
Micromonospora sp. Mcm103,3
Streptomyces niveus,2
Nocardioides sp. 603,3
Cellulomonas xylanilytica,2
Rothia sp. HMSC066G07,3
Microbacterium keratanolyticum,2
Corynebacterium sanguinis,2
Calidifontibacter indicus,2
Streptomyces sp. ID38640,3
Streptomyces roseicoloratus,2
Pseudonocardiaceae bacterium YIM PH 21723,5
Ornithinimicrobium murale,2
Mycobacterium porcinum,2
Mycobacterium intracellulare,2
Streptomyces sp. FH025,3
Streptomyces sp. NRRL WC-3626,4
Intrasporangium calvum,2
Microbacterium arborescens,2
Microbacterium pseudoresistens,2
Modestobacter sp. DSM 44400,4
Kribbella sp. VKM Ac-2569,4
Gardnerella sp. KA00735,3
Micromonospora sp. LAH09,3
Isoptericola sp. BMS4,3
Streptomyces sp. JJ36,3
Curtobacterium sp. MCBD17_023,3
Microbacterium marinum,2
Nocardioides dokdonensis,2
Streptomyces sp. RB6PN25,3
Microbacterium sp. Marseille-Q6648,3
Mycolicibacter terrae,2
Nocardiopsis mwathae,2
Rhodococcus sp. WS4,3
Mycobacterium sp. 1245499.0,3
Micromonospora sp. NIE79,3
Pseudonocardia endophytica,2
Pseudoclavibacter sp. VKM Ac-2867,4
Microbacterium sp. 8M,3
Mycobacterium sp. 852002-30065_SCH5024008,3
Cellulosimicrobium sp. BI34T,3
Curtobacterium sp. MCPF17_031,3
Mycolicibacterium iranicum,2
Nocardiopsis sp. FIRDI 009,4
Corynebacterium sp. CNJ-954,3
Microbacterium sp. 13-71-7,3
Corynebacterium jeikeium,2
Streptomyces sp. SID4931,3
Rothia koreensis,2
Curtobacterium sp. PhB136,3
Streptomyces sp. CG 926,4
unclassified Nocardiopsis,2
Arthrobacter sp. TPD3018,3
Brachybacterium sp. YJGR34,3
Streptomyces sp. NK08203,3
Streptomyces sp. SID625,3
Actinophytocola sp.,2
Mycolicibacterium lacusdiani,2
Streptomyces sp. SID10244,3
Arthrobacter sp. Marseille-P9274,3
Leekyejoonella antrihumi,2
Mycolicibacterium helvum,2
Cellulomonas sp. A375-1,3
Curtobacterium sp. MCJR17_020,3
Nocardiopsis coralli,2
Thermobifida halotolerans,2
Nocardioides sp. Soil805,3
Streptacidiphilus jiangxiensis,2
Nocardia shimofusensis,2
Frankia sp. CIT1,3
Streptomyces sp. MUM 203J,4
Streptomyces sp. MMG1121,3
Curtobacterium sp. MCLR17_036,3
Arthrobacter nitrophenolicus,2
Rhodococcus sp. KRD162,3
Micromonospora sp. BL4,3
Streptomyces sp. BoleA5,3
Microbacterium saperdae,2
Cryobacterium sp. TMT1-3,3
Marmoricola aequoreus,2
Bifidobacterium pongonis,2
Marmoricola solisilvae,2
Saccharomonospora marina XMU15,3
Brevibacterium gallinarum,2
Schaalia suimastitidis,2
Tessaracoccus sp. OH4464_COT-324,3
Nocardioides caeni,2
Micromonospora sp. NBS 11-29,4
Actinocrispum wychmicini,2
Streptomyces sp. ADI93-02,3
Blastococcus sp. KM273128,3
Streptomonospora alba,2
Mycolicibacterium sp. P1-5,3
Arthrobacter cheniae,2
unclassified Kocuria,2
Microbacterium sp. BK668,3
Corynebacterium testudinoris,2
Streptomyces glomeratus,2
Sinosporangium siamense,2
Curtobacterium flaccumfaciens,2
Frankia casuarinae,2
Actinoallomurus bryophytorum,2
Streptomyces olivaceoviridis,2
Microbacterium phyllosphaerae,2
unclassified Mycolicibacter,2
Herbidospora solisilvae,2
Arthrobacter sp. ov118,3
Streptomyces sp. S10(2018),3
Saccharopolyspora sp. K220,3
Streptomyces marincola,2
Schaalia turicensis,2
Streptomyces durmitorensis,2
Auritidibacter sp. NML100628,3
Pseudarthrobacter chlorophenolicus,2
Bifidobacterium apri,2
Microbispora sp. H11081,3
Xylanimonas protaetiae,2
Frankia sp. BMG5.11,3
Williamsia sp. CHRR-6,3
Nocardia seriolae,2
Xylanimonas cellulosilytica,2
Pauljensenia hongkongensis,2
Demequinaceae bacterium,2
Microbacteriaceae bacterium VKM Ac-2854,4
unclassified Rothia (in: Bacteria),4
Microbacteriaceae bacterium BACL28 MAG-120531-bin53,4
uncultured Actinomyces sp.,3
Mycobacterium sp. ITM-2016-00316,3
Pseudonocardia parietis,2
Streptomyces dioscori,2
Microbacterium sp. KUDC0406,3
Streptomyces sp. SID7760,3
Brevibacterium paucivorans,2
Streptomyces sp. ISL-43,3
Arthrobacter gandavensis,2
Streptomyces sp. AS58,3
Ornithinimicrobium sp. CNJ-824,3
Nonomuraea mesophila,2
Microbacteriaceae bacterium K1510,3
Streptomyces caelestis,2
Streptomyces sp. Amel2xB2,3
Nocardioidaceae bacterium Broad-1,3
Actinomadura sp. KC345,3
Agromyces terreus,2
Demequina sp. NBRC 110053,4
Mycobacterium kansasii,2
unclassified Actinobaculum,2
Actinomadura roseirufa,2
Actinomyces bouchesdurhonensis,2
Agrococcus sp. Marseille-Q4369,3
Nocardiopsis sinuspersici,2
Pseudonocardia sediminis,2
Lentzea atacamensis,2
Catellatospora coxensis,2
Arthrobacter sp. zg-Y809,3
Streptomyces malaysiense,2
Protaetiibacter sp. SSC-01,3
Rhodococcus koreensis,2
Sinomonas humi,2
Streptomyces jumonjinensis,2
unclassified Nocardia,2
Rhodococcus spelaei,2
Mycolicibacterium poriferae,2
Dermacoccus sp. NHGro5,3
Gordonia sp. UCD-TK1,3
Brevibacterium sp. VCM10,3
Herbidospora yilanensis,2
Rhodococcus sp.,2
Arthrobacter bussei,2
Cryobacterium sp. M15,3
Streptomyces qaidamensis,2
Streptomyces sp. t39,3
Candidatus Rothia avistercoris,3
Nocardioides humilatus,2
Phycicoccus sp. DTK01,3
Gulosibacter molinativorax,2
Stackebrandtia albiflava,2
Leucobacter chromiiresistens,2
Luteococcus japonicus LSP_Lj1,3
Propioniciclava tarda,2
Promicromonospora sukumoe,2
Agromyces sp. Soil535,3
Streptomyces sp. DSM 15324,4
Serinicoccus marinus,2
Gordonia sp. C13,3
Streptomyces azureus,2
Streptomyces hawaiiensis,2
Nocardioides sp. 1609,3
Leucobacter ruminantium,2
Nocardioides terrigena,2
Blastococcus atacamensis,2
Virgisporangium aurantiacum,2
Trebonia kvetii,2
Streptomyces rhizosphaericus,2
Marinisubtilis pacificus,2
Streptomyces sp. LamerLS-316,3
Frankia sp. AgKG'84/4,3
Amycolatopsis rubida,2
Streptomyces sp. WAC 01325,4
Sinosporangium album,2
Leifsonia aquatica,2
Streptomyces catenulae,2
Mycolicibacterium sp. NCC-Tsukiji,3
Streptomyces mirabilis,2
Actinoplanes sp. LAM7112,3
Micromonospora sp. ALFpr18c,3
Georgenia subflava,2
Sinomonas sp. KCTC 49339,4
Saccharomonospora cyanea,2
Streptomyces sp. SDr-06,3
Streptomyces sp. Tu6071,3
Actinotalea sp. K2,3
Streptosporangium saharense,2
Nocardioides hwasunensis,2
Nocardioides sp. BSK12Z-3,3
Streptomyces sp. LP05-1,3
Streptomyces sp. CA-256286,3
Frigoribacterium sp. CFBP 13729,4
Streptomyces sp. OspMP-M45,3
Cellulomonas timonensis,2
Curtobacterium sp. VKM Ac-2861,4
Nigerium massiliense,2
Streptomyces sp. SM10,3
Streptomyces tubercidicus,2
Candidatus Janibacter merdipullorum,3
Streptomyces liangshanensis,2
Micromonospora siamensis,2
Actinomyces vulturis,2
Curtobacterium sp. VKM Ac-1395,4
Arthrobacter sp. Br18,3
Streptomyces sp. SID4917,3
Nocardiopsis flavescens,2
Propionibacterium freudenreichii,2
Microbacterium sp. AG238,3
Streptomyces sp. A1136,3
Allobranchiibius huperziae,2
Streptomyces sp. M2CJ-2,3
Actinomycetospora cinnamomea,2
Streptomyces sp. MH60,3
Actinoplanes ianthinogenes,2
Streptomyces globisporus,2
Streptomyces flavidovirens,2
Bifidobacterium primatium,2
Microbacterium sp. 69-10,3
Arthrobacter humicola,2
Mycolicibacterium sp. CBMA 234,4
Streptomyces sp. RPA4-5,3
Segeticoccus rhizosphaerae,2
Streptomyces sp. CB01373,3
Barrientosiimonas humi,2
Agromyces aurantiacus,2
Streptomyces vinaceus,2
Nocardioides sp. SYSU D00038,4
Cellulosimicrobium sp. MM,3
Bifidobacterium animalis subsp. animalis MCC 0483,6
Actinomadura montaniterrae,2
Cellulosimicrobium sp. SL-1,3
Rhodococcus sp. ACS1,3
Kitasatospora sp. MBT66,3
Georgenia sp. SYP-B2076,3
Nocardia crassostreae,2
Streptomyces musisoli,2
Microbacterium sp. 4NA327F11,3
Corynebacterium glucuronolyticum ATCC 51867,4
Streptomyces albovinaceus,2
Nocardioides euryhalodurans,2
Microbacterium sp. Leaf288,3
Corynebacterium doosanense,2
Streptomyces sp. TR1341,3
Paeniglutamicibacter sp. Y32M11,3
Streptomyces sp. XY006,3
Brevibacterium sp. SMBL_HHYL_HB1,3
Bifidobacterium ramosum,2
Glycomyces tenuis,2
Microbacterium sp. 77mftsu3.1,3
Microbacterium sp. PAMC22086,3
Streptomyces sp. NRRL S-1314,4
Gordonia amicalis,2
Corynebacterium uropygiale,2
Streptomyces hygroscopicus,2
Arthrobacter sp. FW306-04-A,3
Micromonospora globispora,2
Streptomyces sp. DH-12,3
Pseudoclavibacter sp. RFBB5,3
Allostreptomyces psammosilenae,2
Kocuria palustris,2
Streptomyces sp. AA1529,3
Streptomyces roseoverticillatus,2
Bifidobacterium sp. DSM 109959,4
Nocardiopsis alkaliphila,2
Actinomyces sp.,2
Peptidiphaga gingivicola,2
Micromonospora sp. MA102,3
Streptomyces lincolnensis,2
Mycobacterium sp. CPCC 205710,4
Pseudonocardia sp. ICBG162,3
Ornithinimicrobium sediminis,2
Paeniglutamicibacter cryotolerans,2
Streptomyces sp. WAC 04229,4
Frigoribacterium sp. PvP032,3
Streptomyces sp. I6,3
Aeromicrobium stalagmiti,2
Streptomyces sp. Z26,3
Dietzia timorensis,2
Aeromicrobium sp. CnD17-E,3
Arthrobacter sp. UM1,3
Yonghaparkia sp.,2
unclassified Micromonospora,2
unclassified Mycobacterium,2
Candidatus Dietzia merdigallinarum,3
Streptomyces sp. di50b,3
Nocardioides sp. LMS-CY,3
Streptomyces termitum,2
Curtobacterium sp. UNCCL17,3
Streptomyces sp. 7R016,3
Tropheryma whipplei,2
Rhodococcus sp. HNM0569,3
Nocardioides psychrotolerans,2
Streptomyces sp. PKU-MA01144,3
Streptomyces sp. IBSBF 2953,4
Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133,10
Corynebacterium sp. TA-R-1,3
Nocardioides sp. X2025,3
Actinomyces bowdenii,2
Nocardioides sp. Root140,3
unclassified Frondihabitans,2
Microbacterium sp. B19(2022),3
Streptomyces gardneri,2
Microbacterium sp.,2
unclassified Rhodococcus,2
Nocardia ignorata,2
Leifsonia shinshuensis,2
Kribbella sandramycini,2
Streptomyces sp. M7,3
Streptomyces spinoverrucosus,2
Mycobacterium avium MAV_120809_2495,3
Microbacterium sp. Y-01,3
Streptomyces sp. Ncost-T6T-1,3
Microbacterium sp. VKM Ac-2870,4
Frankia sp. DC12,3
Agromyces cavernae,2
Corynebacterium atypicum,2
Microbacteriaceae bacterium VKM Ac-2855,4
Corynebacterium canis,2
Glutamicibacter uratoxydans,2
Nocardioides sp. AX2bis,3
Glutamicibacter creatinolyticus,2
Mycolicibacterium aichiense,2
Micrococcus sp. HSID17228,3
Streptomyces althioticus,2
Streptomyces lunaelactis,2
Streptomycetaceae bacterium,2
Microbacterium sp. C5A9,3
Bifidobacterium aesculapii,2
Curtobacterium sp. MCLR17_042,3
Subtercola sp. PAMC28395,3
Streptomyces sp. ERV7,3
Pseudonocardia sp. KRD291,3
Geodermatophilus ruber,2
Bifidobacterium cuniculi,2
Streptomyces sp. AmelKG-D3,3
Gordonia spumicola,2
Streptomyces violaceusniger group,3
Streptomyces sp. H021,3
Streptomyces purpurascens,2
Corynebacterium sp. HMSC071B10,3
Streptomyces luteogriseus,2
Streptomyces sp. CB02115,3
Mycolicibacterium anyangense,2
Janibacter cremeus,2
Glycomyces sp. TRM65418,3
Streptomyces rimosus subsp. pseudoverticillatus,4
Pseudoclavibacter terrae,2
Kocuria sp. 2SI,3
Cryobacterium sp. TMT3-29-2,3
Candidatus Rhodoluna planktonica,3
Streptomyces sp. S3(2020),3
